sample	producer	occurrence
MH0261	MB2bin207	1
MH0261	specI_v3_Cluster11800	1
MH0261	MB2bin114	1
MH0334	MB2bin6	1
MH0334	specI_v3_Cluster7604	1
MH0334	MB2bin39	1
MH0334	MB2bin55	1
MH0334	MB2bin8	1
MH0334	MB2bin23	1
MH0334	MB2bin183	1
MH0334	MB2bin129	1
MH0334	MB2bin3	1
MH0334	MB2bin171	1
MH0334	specI_v3_Cluster3066	1
MH0334	MB2bin26	1
MH0334	MB2bin67	1
MH0334	specI_v3_Cluster1595	1
MH0334	MB2bin76	1
MH0334	MB2bin122	1
MH0334	specI_v3_Cluster7314	1
MH0334	MB2bin146	1
MH0334	MB2bin13	1
MH0334	MB2bin93	1
MH0334	specI_v3_Cluster2366	1
MH0334	specI_v3_Cluster3477	1
MH0334	MB2bin21	1
MH0334	MB2bin78	1
MH0334	MB2bin24	1
MH0334	MB2bin22	1
MH0334	specI_v3_Cluster1576	1
MH0334	specI_v3_Cluster3476	1
MH0334	specI_v3_Cluster3478	1
MH0334	MB2bin94	1
MH0334	MB2bin159	1
MH0334	MB2bin52	1
MH0334	MB2bin38	1
MH0334	MGS00010	1
MH0334	specI_v3_Cluster11800	1
MH0334	MB2bin12	1
MH0334	MB2bin162	1
MH0334	MB2bin158	1
MH0334	MB2bin185	1
MH0334	specI_v3_Cluster3638	1
MH0334	MB2bin142	1
MH0334	MB2bin114	1
MH0334	MB2bin4	1
MH0334	specI_v3_Cluster3475	1
NG5636422	MB2bin6	1
NG5636422	MB2bin39	1
NG5636422	MB2bin76	1
NG5636422	specI_v3_Cluster1577	1
NG5636422	MB2bin185	1
NG5636422	MB2bin21	1
NG5636422	MB2bin4	1
NG5636422	MB2bin26	1
NG5636422	MB2bin268	1
NG5636422	MB2bin146	1
NG5636422	MB2bin126	1
NG5636422	specI_v3_Cluster7728	1
NG5636422	MB2bin225	1
NG5636422	MGS00060	1
NG5636422	MGS00155	1
NG5636422	specI_v3_Cluster3639	1
NG5636422	specI_v3_Cluster7694	1
NG5636422	MB2bin183	1
NG5636422	specI_v3_Cluster3475	1
NG5636422	MB2bin114	1
NG5636422	MB2bin111	1
NG5636422	specI_v3_Cluster7640	1
NG5636422	specI_v3_Cluster1576	1
NG5636422	specI_v3_Cluster11800	1
NG5636422	MB2bin52	1
NG5636422	MB2bin69	1
NG5636422	MB2bin24	1
NG5636422	MB2bin94	1
NG5636422	MB2bin159	1
NG5636422	MB2bin23	1
NG5636422	specI_v3_Cluster3643	1
NG5636422	MGS00051	1
NG5636422	specI_v3_Cluster7726	1
NG5636422	MB2bin8	1
NG5636422	MB2bin93	1
NG5636422	specI_v3_Cluster2366	1
NG5636422	MB2bin38	1
NG5636422	MGS00196	1
NG5636422	MB2bin158	1
NG5636422	MB2bin12	1
NG5636422	MB2bin127	1
NG5636422	specI_v3_Cluster3478	1
NG5636422	specI_v3_Cluster3638	1
NG5636422	MB2bin13	1
NG5636422	MB2bin22	1
NG5636422	MB2bin75	1
NG5636422	MB2bin347	1
NG5636422	MB2bin255	1
NG5636422	specI_v3_Cluster11851	1
MH0372	MB2bin39	1
MH0372	specI_v3_Cluster3341	1
MH0372	MB2bin160	1
MH0372	MB2bin162	1
MH0372	MB2bin185	1
MH0372	MB2bin23	1
MH0372	MB2bin21	1
MH0372	MB2bin93	1
MH0372	MB2bin137	1
MH0372	MB2bin52	1
MH0372	specI_v3_Cluster7721	1
MH0372	specI_v3_Cluster7674	1
MH0372	MB2bin62	1
MH0372	MB2bin12	1
MH0372	MB2bin112	1
MH0372	MB2bin69	1
MH0372	specI_v3_Cluster11800	1
MH0372	MB2bin22	1
MH0372	MB2bin205	1
MH0372	specI_v3_Cluster2366	1
MH0372	specI_v3_Cluster7732	1
MH0372	MGS00100	1
MH0372	MB2bin158	1
MH0372	specI_v3_Cluster2160	1
MH0372	specI_v3_Cluster1576	1
MH0372	MB2bin76	1
MH0372	MB2bin94	1
MH0177	MB2bin6	1
MH0177	MB2bin39	1
MH0177	MB2bin158	1
MH0177	MB2bin12	1
MH0177	MB2bin183	1
MH0177	MB2bin189	1
MH0177	MB2bin114	1
MH0177	specI_v3_Cluster11800	1
MH0177	MB2bin3	1
MH0177	MB2bin76	1
MH0177	specI_v3_Cluster3066	1
MH0177	specI_v3_Cluster2366	1
MH0177	MB2bin337	1
MH0177	MB2bin21	1
MH0177	specI_v3_Cluster3476	1
MH0177	specI_v3_Cluster7595	1
MH0177	MGS00010	1
MH0177	specI_v3_Cluster1576	1
MH0177	MB2bin187	1
MH0177	MB2bin185	1
MH0177	MB2bin159	1
MH0177	MB2bin142	1
MH0177	MB2bin8	1
MH0177	specI_v3_Cluster3477	1
MH0177	specI_v3_Cluster3475	1
MH0177	MB2bin146	1
MH0177	specI_v3_Cluster3478	1
MH0177	MB2bin23	1
MH0177	MB2bin52	1
MH0177	MB2bin125	1
MH0238	MB2bin6	1
MH0238	MB2bin132	1
MH0238	MB2bin39	1
MH0238	MB2bin85	1
MH0238	MB2bin146	1
MH0238	MB2bin129	1
MH0238	MB2bin160	1
MH0238	MB2bin38	1
MH0238	MB2bin22	1
MH0238	MB2bin114	1
MH0238	MB2bin119	1
MH0238	MB2bin183	1
MH0238	specI_v3_Cluster4094	1
MH0238	MB2bin225	1
MH0238	specI_v3_Cluster3341	1
MH0238	MB2bin214	1
MH0238	MB2bin185	1
MH0238	MB2bin76	1
MH0238	MB2bin12	1
MH0238	MB2bin8	1
MH0238	specI_v3_Cluster8207	1
MH0238	MB2bin55	1
MH0238	MB2bin3	1
MH0238	MB2bin69	1
MH0238	MB2bin13	1
MH0238	specI_v3_Cluster7721	1
MH0238	specI_v3_Cluster2161	1
MH0238	specI_v3_Cluster3645	1
MH0238	specI_v3_Cluster7086	1
MH0238	specI_v3_Cluster1576	1
MH0238	specI_v3_Cluster2366	1
MH0238	MB2bin159	1
MH0238	MGS00155	1
MH0238	specI_v3_Cluster9995	1
MH0238	MB2bin23	1
MH0238	specI_v3_Cluster3643	1
MH0238	MGS00100	1
MH0238	MB2bin4	1
MH0238	specI_v3_Cluster11800	1
MH0238	MB2bin142	1
MH0238	specI_v3_Cluster10413	1
MH0238	specI_v3_Cluster3602	1
MH0238	MB2bin106	1
MH0238	MB2bin93	1
MH0238	MB2bin21	1
MH0238	specI_v3_Cluster7314	1
MH0238	MGS00051	1
MH0238	MB2bin158	1
MH0238	MB2bin52	1
MH0433	MB2bin6	1
MH0433	MB2bin39	1
MH0433	specI_v3_Cluster11800	1
MH0433	specI_v3_Cluster2160	1
MH0433	specI_v3_Cluster7640	1
MH0433	MB2bin146	1
MH0433	MB2bin207	1
MH0433	MB2bin171	1
MH0433	MB2bin127	1
MH0433	MB2bin303	1
MH0433	MB2bin122	1
MH0433	specI_v3_Cluster9093	1
MH0433	MB2bin106	1
MH0433	MB2bin257	1
MH0433	MB2bin185	1
MH0433	specI_v3_Cluster3667	1
MH0433	specI_v3_Cluster3699	1
MH0433	specI_v3_Cluster2366	1
MH0433	MB2bin187	1
MH0433	MB2bin23	1
MH0433	MB2bin162	1
MH0433	MB2bin112	1
MH0433	MB2bin21	1
MH0433	MB2bin336	1
MH0433	MB2bin22	1
MH0433	specI_v3_Cluster3341	1
MH0433	MB2bin69	1
MH0433	MB2bin158	1
MH0433	MB2bin8	1
MH0433	specI_v3_Cluster3478	1
MH0433	MB2bin183	1
MH0433	MB2bin13	1
MH0433	MB2bin159	1
MH0433	specI_v3_Cluster1576	1
MH0433	MB2bin114	1
MH0433	MB2bin119	1
MH0433	MB2bin160	1
MH0433	MB2bin76	1
MH0433	MGS00057	1
MH0433	MB2bin136	1
MH0433	specI_v3_Cluster3639	1
MH0433	specI_v3_Cluster3638	1
MH0433	MB2bin12	1
MH0433	MB2bin24	1
MH0433	MB2bin52	1
MH0364	MB2bin6	1
MH0364	MB2bin39	1
MH0364	MB2bin38	1
MH0364	MB2bin78	1
MH0364	MGS00051	1
MH0364	specI_v3_Cluster3476	1
MH0364	MB2bin22	1
MH0364	MB2bin13	1
MH0364	specI_v3_Cluster3475	1
MH0364	specI_v3_Cluster1017	1
MH0364	MB2bin146	1
MH0364	MB2bin185	1
MH0364	specI_v3_Cluster3638	1
MH0364	specI_v3_Cluster1576	1
MH0364	MB2bin8	1
MH0364	specI_v3_Cluster10413	1
MH0364	MB2bin225	1
MH0364	MB2bin70	1
MH0364	MGS00100	1
MH0364	MB2bin76	1
MH0364	specI_v3_Cluster7726	1
MH0364	specI_v3_Cluster3622	1
MH0364	MB2bin4	1
MH0364	MB2bin48	1
MH0364	specI_v3_Cluster1016	1
MH0364	MB2bin119	1
MH0364	specI_v3_Cluster2366	1
MH0364	specI_v3_Cluster11800	1
MH0364	MB2bin129	1
MH0364	specI_v3_Cluster2136	1
MH0364	specI_v3_Cluster3639	1
MH0364	MB2bin3	1
MH0364	specI_v3_Cluster3477	1
MH0364	MB2bin162	1
MH0364	MB2bin171	1
MH0364	MB2bin159	1
MH0364	MGS00155	1
MH0364	MB2bin24	1
MH0364	MB2bin12	1
MH0364	MB2bin106	1
MH0364	MB2bin26	1
MH0364	MGS00010	1
MH0364	MB2bin93	1
MH0364	specI_v3_Cluster10408	1
MH0364	specI_v3_Cluster2160	1
MH0364	MB2bin114	1
MH0364	MB2bin142	1
MH0364	MB2bin158	1
MH0364	specI_v3_Cluster3623	1
MH0364	MGS00196	1
MH0364	specI_v3_Cluster3478	1
MH0364	MB2bin21	1
MH0364	MB2bin183	1
NG5636479	MB2bin6	1
NG5636479	MB2bin225	1
NG5636479	MB2bin146	1
NG5636479	MB2bin52	1
NG5636479	MB2bin21	1
NG5636479	MB2bin38	1
NG5636479	MB2bin4	1
NG5636479	specI_v3_Cluster7726	1
NG5636479	MB2bin22	1
NG5636479	MB2bin12	1
NG5636479	MB2bin127	1
NG5636479	MB2bin13	1
NG5636479	MB2bin122	1
NG5636479	MGS00060	1
NG5636479	MB2bin70	1
NG5636479	MB2bin114	1
NG5636479	MB2bin93	1
NG5636479	specI_v3_Cluster1595	1
NG5636479	MB2bin3	1
NG5636479	MGS00155	1
NG5636479	specI_v3_Cluster11851	1
NG5636479	MB2bin162	1
NG5636479	MB2bin205	1
NG5636479	MB2bin94	1
NG5636479	MGS00051	1
NG5636479	specI_v3_Cluster3602	1
NG5636479	MB2bin159	1
NG5636479	MB2bin8	1
NG5636479	MB2bin183	1
NG5636349	MB2bin6	1
NG5636349	MB2bin39	1
NG5636349	MB2bin76	1
NG5636349	MB2bin185	1
NG5636349	MGS00155	1
NG5636349	MB2bin158	1
NG5636349	specI_v3_Cluster8207	1
NG5636349	specI_v3_Cluster7721	1
NG5636349	MB2bin225	1
NG5636349	MB2bin159	1
NG5636349	specI_v3_Cluster7674	1
NG5636349	MB2bin23	1
NG5636349	MB2bin38	1
NG5636349	MGS00051	1
NG5636349	MB2bin127	1
NG5636349	MB2bin3	1
NG5636349	MB2bin22	1
NG5636349	MB2bin52	1
NG5636349	MB2bin12	1
NG5636349	MB2bin146	1
NG5636349	MB2bin21	1
NG5636349	MB2bin94	1
NG5636349	specI_v3_Cluster2366	1
NG5636349	MB2bin114	1
NG5636349	MB2bin192	1
NG5636349	MB2bin4	1
NG5636349	MB2bin183	1
NG5636349	specI_v3_Cluster11800	1
NG5636349	MB2bin126	1
NG5636349	MB2bin142	1
NG5636349	MB2bin62	1
NG5636349	MB2bin85	1
MH0339	MB2bin6	1
MH0339	MB2bin39	1
MH0339	specI_v3_Cluster9995	1
MH0339	MB2bin183	1
MH0339	specI_v3_Cluster3476	1
MH0339	MB2bin23	1
MH0339	MB2bin21	1
MH0339	MB2bin67	1
MH0339	MGS00051	1
MH0339	MB2bin12	1
MH0339	MB2bin118	1
MH0339	MB2bin159	1
MH0339	MB2bin114	1
MH0339	specI_v3_Cluster1597	1
MH0339	specI_v3_Cluster3477	1
MH0339	MB2bin125	1
MH0339	specI_v3_Cluster11800	1
MH0339	MB2bin76	1
MH0339	MB2bin78	1
MH0339	MB2bin268	1
MH0339	specI_v3_Cluster1595	1
MH0339	MB2bin219	1
MH0339	MB2bin94	1
MH0339	MB2bin69	1
MH0339	MB2bin13	1
MH0339	MB2bin126	1
MH0339	MB2bin171	1
MH0339	MB2bin24	1
MH0339	specI_v3_Cluster3066	1
MH0339	MB2bin189	1
MH0339	specI_v3_Cluster11851	1
MH0339	MB2bin22	1
MH0339	MB2bin62	1
MH0339	specI_v3_Cluster3478	1
MH0339	MB2bin158	1
MH0339	MB2bin185	1
MH0339	MB2bin146	1
MH0339	MGS00196	1
MH0339	specI_v3_Cluster3638	1
MH0339	specI_v3_Cluster3475	1
MH0339	specI_v3_Cluster10413	1
MH0339	MB2bin3	1
MH0339	specI_v3_Cluster2366	1
MH0358	MB2bin39	1
MH0358	specI_v3_Cluster3928	1
MH0358	specI_v3_Cluster11800	1
MH0358	MB2bin122	1
MH0358	specI_v3_Cluster2159	1
MH0358	specI_v3_Cluster5238	1
MH0358	MB2bin112	1
MH0358	MB2bin52	1
MH0358	specI_v3_Cluster3646	1
MH0358	MGS00010	1
MH0358	specI_v3_Cluster2366	1
MH0358	MB2bin146	1
MH0358	MB2bin21	1
MH0358	specI_v3_Cluster8207	1
MH0358	MGS00155	1
MH0358	specI_v3_Cluster3475	1
MH0358	MB2bin142	1
MH0358	MB2bin185	1
MH0358	MB2bin12	1
MH0358	MB2bin114	1
MH0358	MB2bin189	1
MH0358	specI_v3_Cluster3477	1
MH0358	MB2bin22	1
MH0358	MB2bin326	1
MH0358	MB2bin23	1
MH0358	specI_v3_Cluster3476	1
MH0358	MB2bin76	1
MH0358	specI_v3_Cluster3341	1
MH0358	specI_v3_Cluster1576	1
MH0358	specI_v3_Cluster3678	1
MH0358	MB2bin8	1
MH0358	specI_v3_Cluster3478	1
MH0358	MB2bin158	1
MH0358	MB2bin129	1
MH0358	MB2bin183	1
MH0358	specI_v3_Cluster3443	1
MH0358	MB2bin3	1
MH0358	MB2bin159	1
NG5636462	MB2bin6	1
NG5636462	MB2bin132	1
NG5636462	MB2bin69	1
NG5636462	MB2bin157	1
NG5636462	specI_v3_Cluster3642	1
NG5636462	MB2bin62	1
NG5636462	MB2bin49	1
NG5636462	MGS00060	1
NG5636462	MB2bin55	1
NG5636462	specI_v3_Cluster1577	1
NG5636462	MB2bin78	1
NG5636462	MB2bin8	1
NG5636462	MB2bin225	1
NG5636462	MB2bin52	1
NG5636462	specI_v3_Cluster2366	1
NG5636462	specI_v3_Cluster11800	1
NG5636462	MB2bin158	1
NG5636462	MB2bin171	1
NG5636462	MB2bin311	1
NG5636462	MB2bin127	1
NG5636462	MB2bin94	1
NG5636462	MB2bin23	1
NG5636462	MB2bin142	1
NG5636462	MB2bin3	1
NG5636462	MB2bin137	1
NG5636462	MB2bin85	1
NG5636462	MB2bin162	1
NG5636462	specI_v3_Cluster10408	1
NG5636462	MB2bin146	1
NG5636462	specI_v3_Cluster1576	1
NG5636462	MB2bin183	1
NG5636462	MB2bin93	1
NG5636462	MB2bin234	1
NG5636462	MB2bin114	1
NG5636462	MB2bin190	1
NG5636462	MB2bin12	1
NG5636462	MB2bin67	1
NG5636462	MB2bin126	1
NG5636462	specI_v3_Cluster10413	1
NG5636462	MGS00155	1
NG5636462	MB2bin75	1
NG5636462	MB2bin21	1
NG5636462	MB2bin22	1
NG5636462	MB2bin159	1
NG5636462	specI_v3_Cluster7728	1
NG5636462	MB2bin185	1
NG5636462	specI_v3_Cluster7640	1
NG5636462	MB2bin26	1
MH0378	MB2bin6	1
MH0378	MB2bin39	1
MH0378	MB2bin185	1
MH0378	specI_v3_Cluster7595	1
MH0378	MB2bin122	1
MH0378	MB2bin23	1
MH0378	MB2bin257	1
MH0378	MB2bin21	1
MH0378	specI_v3_Cluster3622	1
MH0378	MB2bin174	1
MH0378	specI_v3_Cluster3639	1
MH0378	specI_v3_Cluster1577	1
MH0378	MGS00155	1
MH0378	specI_v3_Cluster2159	1
MH0378	MB2bin225	1
MH0378	MB2bin93	1
MH0378	specI_v3_Cluster7601	1
MH0378	MB2bin129	1
MH0378	MB2bin22	1
MH0378	MB2bin126	1
MH0378	MGS00100	1
MH0378	MB2bin183	1
MH0378	specI_v3_Cluster10413	1
MH0378	MB2bin3	1
MH0378	MB2bin94	1
MH0378	MB2bin62	1
MH0378	specI_v3_Cluster3341	1
MH0378	MB2bin12	1
MH0378	specI_v3_Cluster7700	1
MH0378	MB2bin52	1
MH0378	MB2bin75	1
MH0378	MB2bin207	1
MH0378	MB2bin76	1
MH0378	MB2bin111	1
MH0378	MB2bin159	1
MH0378	specI_v3_Cluster3643	1
MH0378	MB2bin158	1
MH0378	MB2bin146	1
MH0378	specI_v3_Cluster1015	1
MH0378	MB2bin8	1
MH0378	specI_v3_Cluster11800	1
MH0378	MB2bin26	1
MH0378	MB2bin112	1
MH0378	MGS00051	1
MH0378	MB2bin114	1
MH0378	MB2bin13	1
MH0378	MB2bin162	1
MH0378	specI_v3_Cluster2366	1
MH0378	specI_v3_Cluster7726	1
MH0264	MB2bin6	1
MH0264	MB2bin132	1
MH0264	MB2bin62	1
MH0264	MB2bin159	1
MH0264	MB2bin93	1
MH0264	MB2bin114	1
MH0264	MB2bin129	1
MH0264	MB2bin146	1
MH0264	specI_v3_Cluster11800	1
MH0264	MB2bin3	1
MH0264	MB2bin8	1
MH0264	MB2bin22	1
MH0264	specI_v3_Cluster1595	1
MH0264	MB2bin75	1
MH0264	MB2bin214	1
MH0264	MB2bin205	1
MH0264	specI_v3_Cluster3667	1
MH0264	MB2bin142	1
MH0264	specI_v3_Cluster4094	1
MH0264	MB2bin137	1
MH0264	MGS00051	1
MH0264	MB2bin347	1
MH0264	MB2bin13	1
MH0264	MB2bin225	1
MH0264	MB2bin158	1
MH0264	MB2bin122	1
MH0264	specI_v3_Cluster3643	1
MH0264	MB2bin26	1
MH0264	specI_v3_Cluster7694	1
MH0264	MB2bin24	1
MH0264	MB2bin85	1
MH0264	MB2bin21	1
MH0264	specI_v3_Cluster2366	1
MH0264	MB2bin183	1
NG5636495	MB2bin301	1
NG5636495	MB2bin6	1
NG5636495	MB2bin132	1
NG5636495	MB2bin39	1
NG5636495	MB2bin136	1
NG5636495	specI_v3_Cluster3435	1
NG5636495	MB2bin12	1
NG5636495	specI_v3_Cluster3592	1
NG5636495	specI_v3_Cluster11800	1
NG5636495	MB2bin142	1
NG5636495	MB2bin69	1
NG5636495	MGS00155	1
NG5636495	MGS00051	1
NG5636495	MB2bin162	1
NG5636495	specI_v3_Cluster1595	1
NG5636495	MB2bin22	1
NG5636495	MB2bin159	1
NG5636495	MB2bin207	1
NG5636495	specI_v3_Cluster3341	1
NG5636495	MB2bin8	1
NG5636495	MB2bin185	1
NG5636495	MGS00060	1
NG5636495	MB2bin158	1
NG5636495	specI_v3_Cluster7726	1
NG5636495	specI_v3_Cluster7732	1
NG5636495	specI_v3_Cluster1576	1
NG5636495	MB2bin76	1
NG5636495	MB2bin114	1
NG5636495	specI_v3_Cluster7721	1
NG5636495	MB2bin126	1
NG5636495	MB2bin183	1
NG5636495	MB2bin21	1
NG5636495	MB2bin23	1
NG5636495	MB2bin129	1
NG5636495	MB2bin52	1
NG5636495	MB2bin75	1
NG5636495	specI_v3_Cluster1577	1
NG5636495	MB2bin127	1
NG5636495	MB2bin122	1
NG5636495	MB2bin257	1
NG5636495	MB2bin93	1
NG5636495	specI_v3_Cluster3476	1
NG5636495	specI_v3_Cluster7314	1
NG5636495	MB2bin94	1
NG5636495	MB2bin146	1
NG5636495	MB2bin160	1
NG5636495	specI_v3_Cluster7728	1
NG5636495	specI_v3_Cluster2366	1
NG5636495	MB2bin174	1
NG5636495	MB2bin85	1
NG5636495	MB2bin3	1
MH0404	MB2bin6	1
MH0404	MB2bin132	1
MH0404	MB2bin39	1
MH0404	MB2bin187	1
MH0404	MB2bin61	1
MH0404	MB2bin159	1
MH0404	specI_v3_Cluster1015	1
MH0404	MB2bin85	1
MH0404	specI_v3_Cluster3341	1
MH0404	MB2bin76	1
MH0404	MGS00057	1
MH0404	specI_v3_Cluster3475	1
MH0404	specI_v3_Cluster3699	1
MH0404	specI_v3_Cluster7697	1
MH0404	specI_v3_Cluster1577	1
MH0404	MB2bin207	1
MH0404	MB2bin8	1
MH0404	MB2bin3	1
MH0404	MB2bin142	1
MH0404	MB2bin183	1
MH0404	MB2bin21	1
MH0404	MB2bin162	1
MH0404	specI_v3_Cluster7721	1
MH0404	MB2bin75	1
MH0404	MGS00051	1
MH0404	specI_v3_Cluster7726	1
MH0404	MB2bin158	1
MH0404	specI_v3_Cluster3478	1
MH0404	MB2bin337	1
MH0404	MB2bin112	1
MH0404	MB2bin67	1
MH0404	MB2bin111	1
MH0404	MB2bin23	1
MH0404	MB2bin26	1
MH0404	MB2bin114	1
MH0404	MB2bin93	1
MH0404	specI_v3_Cluster7595	1
MH0404	MGS00010	1
MH0404	MB2bin136	1
MH0404	specI_v3_Cluster2366	1
MH0404	specI_v3_Cluster3476	1
MH0404	MB2bin69	1
MH0404	MGS00155	1
MH0404	MB2bin122	1
MH0404	MB2bin146	1
MH0404	specI_v3_Cluster3622	1
MH0404	specI_v3_Cluster11800	1
MH0086	MB2bin6	1
MH0086	MB2bin311	1
MH0086	specI_v3_Cluster2366	1
MH0086	MB2bin158	1
MH0086	specI_v3_Cluster10408	1
MH0086	MB2bin174	1
MH0086	MB2bin23	1
MH0086	MB2bin114	1
MH0086	MB2bin146	1
MH0086	MB2bin122	1
MH0086	MB2bin38	1
MH0086	MB2bin183	1
MH0086	MB2bin326	1
MH0086	MB2bin12	1
MH0086	MB2bin52	1
MH0086	specI_v3_Cluster11800	1
MH0086	MB2bin94	1
MH0086	MB2bin26	1
MH0086	MB2bin93	1
MH0086	MB2bin159	1
MH0086	MB2bin21	1
MH0086	MB2bin22	1
MH0086	MB2bin4	1
MH0086	MB2bin337	1
MH0135	MB2bin6	1
MH0135	MB2bin39	1
MH0135	specI_v3_Cluster3478	1
MH0135	MB2bin52	1
MH0135	MB2bin93	1
MH0135	specI_v3_Cluster3476	1
MH0135	MB2bin21	1
MH0135	MB2bin158	1
MH0135	MB2bin76	1
MH0135	MB2bin189	1
MH0135	MB2bin88	1
MH0135	MB2bin183	1
MH0135	MGS00051	1
MH0135	MB2bin129	1
MH0135	specI_v3_Cluster1576	1
MH0135	MB2bin67	1
MH0135	MB2bin162	1
MH0135	MB2bin159	1
MH0135	MB2bin12	1
MH0135	specI_v3_Cluster7595	1
MH0135	specI_v3_Cluster11800	1
MH0135	specI_v3_Cluster10408	1
MH0135	specI_v3_Cluster1597	1
MH0135	MB2bin185	1
MH0135	MB2bin114	1
MH0135	specI_v3_Cluster2160	1
MH0135	MB2bin48	1
MH0135	MB2bin22	1
MH0135	MGS00057	1
MH0135	MB2bin38	1
MH0135	specI_v3_Cluster3066	1
MH0135	specI_v3_Cluster2366	1
MH0135	MB2bin146	1
MH0135	MB2bin171	1
MH0135	MB2bin3	1
MH0135	MB2bin23	1
MH0135	MB2bin26	1
MH0135	MB2bin4	1
MH0135	MB2bin118	1
NG5636458	MB2bin6	1
NG5636458	specI_v3_Cluster7604	1
NG5636458	MB2bin39	1
NG5636458	MB2bin3	1
NG5636458	MB2bin76	1
NG5636458	MB2bin122	1
NG5636458	MB2bin192	1
NG5636458	specI_v3_Cluster3638	1
NG5636458	specI_v3_Cluster2366	1
NG5636458	specI_v3_Cluster1595	1
NG5636458	MB2bin38	1
NG5636458	MB2bin183	1
NG5636458	MB2bin146	1
NG5636458	MB2bin114	1
NG5636458	MB2bin93	1
NG5636458	MB2bin75	1
NG5636458	specI_v3_Cluster8207	1
NG5636458	specI_v3_Cluster3602	1
NG5636458	MB2bin171	1
NG5636458	MB2bin159	1
NG5636458	MB2bin22	1
NG5636458	MB2bin23	1
NG5636458	MB2bin12	1
NG5636458	MB2bin94	1
NG5636458	MB2bin158	1
NG5636458	MB2bin69	1
NG5636458	MB2bin127	1
NG5636458	MB2bin52	1
NG5636458	MGS00155	1
NG5636458	MB2bin136	1
NG5636458	specI_v3_Cluster1576	1
NG5636458	MB2bin21	1
NG5636458	MGS00196	1
NG5636458	specI_v3_Cluster7314	1
NG5636458	MB2bin13	1
NG5636458	MGS00100	1
NG5636458	MGS00051	1
NG5636458	MB2bin347	1
NG5636458	MB2bin4	1
NG5636458	MB2bin129	1
NG5636458	specI_v3_Cluster11851	1
NG5636458	specI_v3_Cluster11800	1
NG5636458	MB2bin24	1
NG5636458	MB2bin137	1
NG5636458	MB2bin26	1
NG5636524	MB2bin301	1
NG5636524	MB2bin6	1
NG5636524	MB2bin39	1
NG5636524	MGS00155	1
NG5636524	specI_v3_Cluster3476	1
NG5636524	specI_v3_Cluster3475	1
NG5636524	MB2bin22	1
NG5636524	MB2bin21	1
NG5636524	MB2bin171	1
NG5636524	MB2bin114	1
NG5636524	MGS00010	1
NG5636524	MB2bin12	1
NG5636524	MB2bin306	1
NG5636524	specI_v3_Cluster2366	1
NG5636524	specI_v3_Cluster3477	1
NG5636524	specI_v3_Cluster11851	1
NG5636524	MB2bin111	1
NG5636524	MB2bin93	1
NG5636524	MB2bin67	1
NG5636524	MB2bin52	1
NG5636524	MB2bin158	1
NG5636524	MB2bin162	1
NG5636524	MB2bin185	1
NG5636524	MB2bin122	1
NG5636524	MB2bin69	1
NG5636524	MB2bin127	1
NG5636524	specI_v3_Cluster3478	1
NG5636524	MB2bin269	1
NG5636524	specI_v3_Cluster7314	1
NG5636524	MB2bin75	1
NG5636524	MB2bin142	1
NG5636524	MB2bin192	1
NG5636524	MB2bin26	1
NG5636524	MGS00060	1
NG5636524	MB2bin183	1
NG5636524	MB2bin24	1
NG5636524	MB2bin76	1
NG5636524	MB2bin129	1
NG5636524	MB2bin23	1
NG5636524	specI_v3_Cluster11800	1
NG5636524	MB2bin8	1
NG5636524	MGS00051	1
NG5636524	MB2bin146	1
NG5636524	MB2bin13	1
MH0096	specI_v3_Cluster7604	1
MH0096	MB2bin12	1
MH0096	specI_v3_Cluster3639	1
MH0096	specI_v3_Cluster7693	1
MH0096	MB2bin205	1
MH0096	MB2bin265	1
MH0096	MB2bin22	1
MH0096	MB2bin70	1
MH0096	MB2bin219	1
MH0096	MB2bin8	1
MH0096	MB2bin123	1
MH0096	specI_v3_Cluster7697	1
MH0096	specI_v3_Cluster1516	1
MH0096	MGS00057	1
MH0096	MB2bin146	1
MH0096	MB2bin48	1
MH0096	MB2bin3	1
MH0096	MB2bin171	1
MH0096	MB2bin162	1
MH0096	MB2bin24	1
MH0096	MB2bin309	1
MH0096	MB2bin114	1
MH0096	MB2bin125	1
MH0096	MB2bin93	1
MH0096	specI_v3_Cluster2366	1
MH0096	MB2bin183	1
MH0347	MB2bin6	1
MH0347	MB2bin39	1
MH0347	MB2bin12	1
MH0347	MB2bin146	1
MH0347	MB2bin24	1
MH0347	specI_v3_Cluster1015	1
MH0347	specI_v3_Cluster1576	1
MH0347	specI_v3_Cluster3477	1
MH0347	MB2bin185	1
MH0347	MB2bin159	1
MH0347	MGS00010	1
MH0347	MGS00127	1
MH0347	specI_v3_Cluster3639	1
MH0347	MB2bin23	1
MH0347	MB2bin52	1
MH0347	specI_v3_Cluster11800	1
MH0347	MB2bin75	1
MH0347	MB2bin76	1
MH0347	MB2bin3	1
MH0347	MB2bin257	1
MH0347	specI_v3_Cluster3638	1
MH0347	MB2bin127	1
MH0347	specI_v3_Cluster1597	1
MH0347	specI_v3_Cluster3475	1
MH0347	MB2bin8	1
MH0347	MGS00100	1
MH0347	specI_v3_Cluster3341	1
MH0347	MB2bin22	1
MH0347	MB2bin114	1
MH0347	MB2bin183	1
MH0347	MB2bin21	1
MH0347	specI_v3_Cluster2366	1
MH0347	MB2bin93	1
