Streptococcus_pseudopneumoniae_IS7493	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Streptococcus_thermophilus_LMG_18311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Collinsella_aerofaciens_ATCC_25986	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no_information
Veillonella_atypica_ACS_049_V_Sch6	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	no_information
Streptococcus_salivarius_JIM8777	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Escherichia_fergusonii_ATCC_35469	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	no_information
Lactobacillus_fermentum_IFO_3956	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Ureaplasma_parvum_serovar_1_str_ATCC_27813	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	no_information
Clostridium_botulinum_E1_str_BoNT_E_Beluga	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Lactobacillus_crispatus_125_2_CHN	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Bacteroides_ovatus_ATCC_8483	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no_information
Peptostreptococcus_anaerobius_DSM_2949	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	no_information
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Citrobacter_freundii_ATCC_8090	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	no_information
Hafnia_alvei_BIDMC_31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	no_information
Bifidobacterium_angulatum_DSM_20098	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Streptococcus_mutans_ATCC_25175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Megamonas_hypermegale_ART12_1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	no_information
Eubacterium_eligens_ATCC_27750	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no_information
Klebsiella_oxytoca_KCTC_1686	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	no_information
Clostridium_tyrobutyricum_DSM_2637	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Lactobacillus_oris_F0423	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Bifidobacterium_animalis_lactis_DSM_10140	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Campylobacter_concisus_13826	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	no_information
Lactobacillus_gasseri_ATCC_33323	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Campylobacter_hominis_ATCC_BAA_381	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	no_information
Eubacterium_hallii_L2_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no_information
Clostridium_perfringens_ATCC_13124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Clostridium_difficile_NAP07	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Eggerthella_lenta_DSM_2243	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	no_information
Faecalibacterium_prausnitzii_L2_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no_information
Proteus_mirabilis_ATCC_29906	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	no_information
Scardovia_inopinata_F0304	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	no_information
Bifidobacterium_longum_DJO10A	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Fusobacterium_nucleatum_subsp_animalis_7_1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	no_information
Streptococcus_australis_ATCC_700641	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Clostridium_bolteae_ATCC_BAA_613	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Pseudomonas_aeruginosa_NCGM2_S1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	no_information
Bacteroides_ovatus_SD_CC_2a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no_information
Clostridium_saccharoperbutylacetonicum_N1_4_HMT	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Staphylococcus_xylosus_NJ	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	no_information
Leuconostoc_gelidum_JB7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	no_information
Porphyromonas_asaccharolytica_DSM_20707	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	no_information
Streptococcus_lutetiensis_033	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Bacteroides_cellulosilyticus_DSM_14838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no_information
Fusobacterium_gonidiaformans_ATCC_25563	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	no_information
Lactobacillus_casei_ATCC_334	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Citrobacter_freundii_UCI_31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	no_information
Bifidobacterium_bifidum_BGN4	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Acidaminococcus_fermentans_DSM_20731	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	no_information
Ruminococcus_albus_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no_information
Escherichia_coli_UTI89_UPEC	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	no_information
Lactobacillus_reuteri_SD2112_ATCC_55730	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Clostridium_botulinum_F_str_230613	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Prevotella_intermedia_ATCC_25611	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no_information
Clostridium_botulinum_A_str_ATCC_19397	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Streptococcus_gordonii_str_Challis_substr_CH1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Escherichia_coli_O157_H7_str_Sakai	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	no_information
Streptococcus_parasanguinis_ATCC_903	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Enterococcus_faecalis_TX0104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	no_information
Clostridium_botulinum_A_str_ATCC_3502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Adlercreutzia_equolifaciens_DSM_19450	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	no_information
Clostridium_sticklandii_DSM_519	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
