sample	expe	category	phylum	occurrence
MH0283	addedvalue_com	ES	Desulfobacterota_A	1
MH0283	addedvalue_com	ES	Firmicutes_A	10
MH0283	addedvalue_com	ES	Firmicutes_C	1
MH0283	addedvalue_com	ES	Proteobacteria	1
MH0283	addedvalue_com	KS	Bacteroidota	16
MH0283	addedvalue_com	KS	Desulfobacterota_A	1
MH0283	addedvalue_com	KS	Firmicutes	1
MH0283	addedvalue_com	KS	Firmicutes_A	19
MH0283	addedvalue_com	KS	Firmicutes_C	1
MH0283	addedvalue_com	KS	Proteobacteria	1
MH0286	fulltargets_com	AS	Bacteroidota	9
MH0286	fulltargets_com	AS	Desulfobacterota_A	1
MH0286	fulltargets_com	AS	Firmicutes	3
MH0286	fulltargets_com	AS	Firmicutes_A	9
MH0286	fulltargets_com	ES	Actinobacteriota	1
MH0286	fulltargets_com	ES	Bacteroidota	6
MH0286	fulltargets_com	ES	Cyanobacteria	1
MH0286	fulltargets_com	ES	Desulfobacterota_A	1
MH0286	fulltargets_com	ES	Firmicutes	4
MH0286	fulltargets_com	ES	Firmicutes_A	17
MH0286	fulltargets_com	ES	Firmicutes_C	2
MH0286	fulltargets_com	ES	Proteobacteria	2
MH0286	fulltargets_com	KS	Actinobacteriota	1
MH0286	fulltargets_com	KS	Bacteroidota	15
MH0286	fulltargets_com	KS	Cyanobacteria	1
MH0286	fulltargets_com	KS	Desulfobacterota_A	2
MH0286	fulltargets_com	KS	Firmicutes	7
MH0286	fulltargets_com	KS	Firmicutes_A	26
MH0286	fulltargets_com	KS	Firmicutes_C	2
MH0286	fulltargets_com	KS	Proteobacteria	2
MH0286	addedvalue_com	AS	Bacteroidota	1
MH0286	addedvalue_com	AS	Firmicutes	1
MH0286	addedvalue_com	AS	Firmicutes_A	1
MH0286	addedvalue_com	AS	Firmicutes_C	1
MH0286	addedvalue_com	ES	Actinobacteriota	1
MH0286	addedvalue_com	ES	Bacteroidota	7
MH0286	addedvalue_com	ES	Desulfobacterota_A	1
MH0286	addedvalue_com	ES	Firmicutes	3
MH0286	addedvalue_com	ES	Firmicutes_A	12
MH0286	addedvalue_com	ES	Firmicutes_C	1
MH0286	addedvalue_com	KS	Actinobacteriota	1
MH0286	addedvalue_com	KS	Bacteroidota	8
MH0286	addedvalue_com	KS	Desulfobacterota_A	1
MH0286	addedvalue_com	KS	Firmicutes	4
MH0286	addedvalue_com	KS	Firmicutes_A	13
MH0286	addedvalue_com	KS	Firmicutes_C	2
MH0288	fulltargets_com	AS	Bacteroidota	10
MH0288	fulltargets_com	AS	Firmicutes	2
MH0288	fulltargets_com	AS	Firmicutes_A	21
MH0288	fulltargets_com	AS	Firmicutes_C	1
MH0288	fulltargets_com	AS	Proteobacteria	2
MH0288	fulltargets_com	ES	Bacteroidota	9
MH0288	fulltargets_com	ES	Firmicutes	2
MH0288	fulltargets_com	ES	Firmicutes_A	15
MH0288	fulltargets_com	ES	Firmicutes_C	1
MH0288	fulltargets_com	ES	Proteobacteria	2
MH0288	fulltargets_com	KS	Bacteroidota	19
MH0288	fulltargets_com	KS	Firmicutes	4
MH0288	fulltargets_com	KS	Firmicutes_A	36
MH0288	fulltargets_com	KS	Firmicutes_C	2
MH0288	fulltargets_com	KS	Proteobacteria	4
MH0288	addedvalue_com	AS	Bacteroidota	8
MH0288	addedvalue_com	AS	Cyanobacteria	1
MH0288	addedvalue_com	AS	Firmicutes	3
MH0288	addedvalue_com	AS	Firmicutes_A	8
MH0288	addedvalue_com	AS	Firmicutes_C	2
MH0288	addedvalue_com	AS	Proteobacteria	2
MH0288	addedvalue_com	ES	Bacteroidota	9
MH0288	addedvalue_com	ES	Firmicutes_A	11
MH0288	addedvalue_com	ES	Firmicutes_C	1
MH0288	addedvalue_com	ES	Proteobacteria	1
MH0288	addedvalue_com	KS	Bacteroidota	17
MH0288	addedvalue_com	KS	Cyanobacteria	1
MH0288	addedvalue_com	KS	Firmicutes	3
MH0288	addedvalue_com	KS	Firmicutes_A	19
MH0288	addedvalue_com	KS	Firmicutes_C	3
MH0288	addedvalue_com	KS	Proteobacteria	3
MH0289	fulltargets_com	AS	Bacteroidota	7
MH0289	fulltargets_com	AS	Firmicutes	1
MH0289	fulltargets_com	AS	Firmicutes_A	15
MH0289	fulltargets_com	ES	Actinobacteriota	2
MH0289	fulltargets_com	ES	Bacteroidota	8
MH0289	fulltargets_com	ES	Cyanobacteria	1
MH0289	fulltargets_com	ES	Desulfobacterota_A	1
MH0289	fulltargets_com	ES	Firmicutes	2
MH0289	fulltargets_com	ES	Firmicutes_A	17
MH0289	fulltargets_com	ES	Proteobacteria	2
MH0289	fulltargets_com	KS	Actinobacteriota	2
MH0289	fulltargets_com	KS	Bacteroidota	15
MH0289	fulltargets_com	KS	Cyanobacteria	1
MH0289	fulltargets_com	KS	Desulfobacterota_A	1
MH0289	fulltargets_com	KS	Firmicutes	3
MH0289	fulltargets_com	KS	Firmicutes_A	32
MH0289	fulltargets_com	KS	Proteobacteria	2
MH0289	addedvalue_com	AS	Bacteroidota	2
MH0289	addedvalue_com	AS	Firmicutes	1
MH0289	addedvalue_com	AS	Firmicutes_A	5
MH0289	addedvalue_com	ES	Actinobacteriota	2
MH0289	addedvalue_com	ES	Bacteroidota	8
MH0289	addedvalue_com	ES	Cyanobacteria	1
MH0289	addedvalue_com	ES	Desulfobacterota_A	1
MH0289	addedvalue_com	ES	Firmicutes	1
MH0289	addedvalue_com	ES	Firmicutes_A	13
MH0289	addedvalue_com	ES	Proteobacteria	2
MH0289	addedvalue_com	KS	Actinobacteriota	2
MH0289	addedvalue_com	KS	Bacteroidota	10
MH0289	addedvalue_com	KS	Cyanobacteria	1
MH0289	addedvalue_com	KS	Desulfobacterota_A	1
MH0289	addedvalue_com	KS	Firmicutes	2
MH0289	addedvalue_com	KS	Firmicutes_A	18
MH0289	addedvalue_com	KS	Proteobacteria	2
MH0298	fulltargets_com	AS	Actinobacteriota	2
MH0298	fulltargets_com	AS	Bacteroidota	10
MH0298	fulltargets_com	AS	Desulfobacterota_A	1
MH0298	fulltargets_com	AS	Firmicutes_A	12
MH0298	fulltargets_com	ES	Actinobacteriota	1
MH0298	fulltargets_com	ES	Bacteroidota	8
MH0298	fulltargets_com	ES	Firmicutes	5
MH0298	fulltargets_com	ES	Firmicutes_A	22
MH0298	fulltargets_com	ES	Proteobacteria	3
MH0298	fulltargets_com	KS	Actinobacteriota	3
MH0298	fulltargets_com	KS	Bacteroidota	18
MH0298	fulltargets_com	KS	Desulfobacterota_A	1
MH0298	fulltargets_com	KS	Firmicutes	5
MH0298	fulltargets_com	KS	Firmicutes_A	34
MH0298	fulltargets_com	KS	Proteobacteria	3
MH0298	addedvalue_com	AS	Actinobacteriota	2
MH0298	addedvalue_com	AS	Bacteroidota	12
MH0298	addedvalue_com	AS	Desulfobacterota_A	1
MH0298	addedvalue_com	AS	Firmicutes	1
MH0298	addedvalue_com	AS	Firmicutes_A	13
MH0298	addedvalue_com	ES	Actinobacteriota	1
MH0298	addedvalue_com	ES	Bacteroidota	6
MH0298	addedvalue_com	ES	Firmicutes	3
MH0298	addedvalue_com	ES	Firmicutes_A	15
MH0298	addedvalue_com	ES	Proteobacteria	3
MH0298	addedvalue_com	KS	Actinobacteriota	3
MH0298	addedvalue_com	KS	Bacteroidota	18
MH0298	addedvalue_com	KS	Desulfobacterota_A	1
MH0298	addedvalue_com	KS	Firmicutes	4
MH0298	addedvalue_com	KS	Firmicutes_A	28
MH0298	addedvalue_com	KS	Proteobacteria	3
MH0299	fulltargets_com	AS	Bacteroidota	1
MH0299	fulltargets_com	AS	Firmicutes	1
MH0299	fulltargets_com	AS	Firmicutes_A	4
MH0299	fulltargets_com	ES	Bacteroidota	13
MH0299	fulltargets_com	ES	Desulfobacterota_A	1
MH0299	fulltargets_com	ES	Firmicutes	1
MH0299	fulltargets_com	ES	Firmicutes_A	16
MH0299	fulltargets_com	ES	Firmicutes_C	1
MH0299	fulltargets_com	ES	Proteobacteria	1
MH0299	fulltargets_com	KS	Bacteroidota	14
MH0299	fulltargets_com	KS	Desulfobacterota_A	1
MH0299	fulltargets_com	KS	Firmicutes	2
MH0299	fulltargets_com	KS	Firmicutes_A	20
MH0299	fulltargets_com	KS	Firmicutes_C	1
MH0299	fulltargets_com	KS	Proteobacteria	1
MH0299	addedvalue_com	AS	Bacteroidota	4
MH0299	addedvalue_com	AS	Firmicutes	1
MH0299	addedvalue_com	AS	Firmicutes_A	7
MH0299	addedvalue_com	ES	Bacteroidota	8
MH0299	addedvalue_com	ES	Desulfobacterota_A	1
MH0299	addedvalue_com	ES	Firmicutes	1
MH0299	addedvalue_com	ES	Firmicutes_A	8
MH0299	addedvalue_com	ES	Firmicutes_C	1
MH0299	addedvalue_com	KS	Bacteroidota	12
MH0299	addedvalue_com	KS	Desulfobacterota_A	1
MH0299	addedvalue_com	KS	Firmicutes	2
MH0299	addedvalue_com	KS	Firmicutes_A	15
MH0299	addedvalue_com	KS	Firmicutes_C	1
MH0302	fulltargets_com	AS	Bacteroidota	5
MH0302	fulltargets_com	AS	Firmicutes	1
MH0302	fulltargets_com	AS	Firmicutes_A	9
MH0302	fulltargets_com	AS	Proteobacteria	1
MH0302	fulltargets_com	AS	Verrucomicrobiota	1
MH0302	fulltargets_com	ES	Bacteroidota	10
MH0302	fulltargets_com	ES	Cyanobacteria	1
MH0302	fulltargets_com	ES	Firmicutes	2
MH0302	fulltargets_com	ES	Firmicutes_A	13
MH0302	fulltargets_com	KS	Bacteroidota	15
MH0302	fulltargets_com	KS	Cyanobacteria	1
MH0302	fulltargets_com	KS	Firmicutes	3
MH0302	fulltargets_com	KS	Firmicutes_A	22
MH0302	fulltargets_com	KS	Proteobacteria	1
MH0302	fulltargets_com	KS	Verrucomicrobiota	1
MH0302	addedvalue_com	AS	Bacteroidota	4
MH0302	addedvalue_com	AS	Firmicutes_A	9
MH0302	addedvalue_com	AS	Proteobacteria	1
MH0302	addedvalue_com	ES	Bacteroidota	7
MH0302	addedvalue_com	ES	Cyanobacteria	1
MH0302	addedvalue_com	ES	Firmicutes	1
MH0302	addedvalue_com	ES	Firmicutes_A	10
MH0302	addedvalue_com	KS	Bacteroidota	11
MH0302	addedvalue_com	KS	Cyanobacteria	1
MH0302	addedvalue_com	KS	Firmicutes	1
MH0302	addedvalue_com	KS	Firmicutes_A	19
MH0302	addedvalue_com	KS	Proteobacteria	1
MH0308	fulltargets_com	AS	Actinobacteriota	1
MH0308	fulltargets_com	AS	Bacteroidota	4
MH0308	fulltargets_com	AS	Firmicutes	3
MH0308	fulltargets_com	AS	Firmicutes_A	19
MH0308	fulltargets_com	AS	Proteobacteria	1
MH0308	fulltargets_com	ES	Bacteroidota	6
MH0308	fulltargets_com	ES	Cyanobacteria	1
MH0308	fulltargets_com	ES	Firmicutes	5
MH0308	fulltargets_com	ES	Firmicutes_A	15
MH0308	fulltargets_com	ES	Firmicutes_C	1
MH0308	fulltargets_com	ES	Proteobacteria	3
MH0308	fulltargets_com	ES	Verrucomicrobiota	1
MH0308	fulltargets_com	KS	Actinobacteriota	1
MH0308	fulltargets_com	KS	Bacteroidota	10
MH0308	fulltargets_com	KS	Cyanobacteria	1
MH0308	fulltargets_com	KS	Firmicutes	8
MH0308	fulltargets_com	KS	Firmicutes_A	34
MH0308	fulltargets_com	KS	Firmicutes_C	1
MH0308	fulltargets_com	KS	Proteobacteria	4
MH0308	fulltargets_com	KS	Verrucomicrobiota	1
MH0308	addedvalue_com	AS	Bacteroidota	15
MH0308	addedvalue_com	AS	Firmicutes	1
MH0308	addedvalue_com	AS	Firmicutes_A	15
MH0308	addedvalue_com	AS	Proteobacteria	1
MH0308	addedvalue_com	ES	Bacteroidota	3
MH0308	addedvalue_com	ES	Cyanobacteria	1
MH0308	addedvalue_com	ES	Firmicutes	3
MH0308	addedvalue_com	ES	Firmicutes_A	11
MH0308	addedvalue_com	ES	Proteobacteria	2
MH0308	addedvalue_com	ES	Verrucomicrobiota	1
MH0308	addedvalue_com	KS	Bacteroidota	18
MH0308	addedvalue_com	KS	Cyanobacteria	1
MH0308	addedvalue_com	KS	Firmicutes	4
MH0308	addedvalue_com	KS	Firmicutes_A	26
MH0308	addedvalue_com	KS	Proteobacteria	3
MH0308	addedvalue_com	KS	Verrucomicrobiota	1
MH0309	fulltargets_com	AS	Actinobacteriota	1
MH0309	fulltargets_com	AS	Bacteroidota	8
MH0309	fulltargets_com	AS	Euryarchaeota	1
MH0309	fulltargets_com	AS	Firmicutes_A	18
MH0309	fulltargets_com	AS	Thermoplasmatota	1
MH0309	fulltargets_com	ES	Bacteroidota	7
MH0309	fulltargets_com	ES	Firmicutes	3
MH0309	fulltargets_com	ES	Firmicutes_A	18
MH0309	fulltargets_com	ES	Proteobacteria	2
MH0309	fulltargets_com	ES	Synergistota	1
MH0309	fulltargets_com	KS	Actinobacteriota	1
MH0309	fulltargets_com	KS	Bacteroidota	15
MH0309	fulltargets_com	KS	Euryarchaeota	1
MH0309	fulltargets_com	KS	Firmicutes	3
MH0309	fulltargets_com	KS	Firmicutes_A	36
MH0309	fulltargets_com	KS	Proteobacteria	2
MH0309	fulltargets_com	KS	Synergistota	1
MH0309	fulltargets_com	KS	Thermoplasmatota	1
MH0309	addedvalue_com	AS	Actinobacteriota	1
MH0309	addedvalue_com	AS	Bacteroidota	6
MH0309	addedvalue_com	AS	Firmicutes_A	10
MH0309	addedvalue_com	AS	Proteobacteria	1
MH0309	addedvalue_com	ES	Bacteroidota	4
MH0309	addedvalue_com	ES	Firmicutes	3
MH0309	addedvalue_com	ES	Firmicutes_A	17
MH0309	addedvalue_com	ES	Proteobacteria	1
MH0309	addedvalue_com	ES	Synergistota	1
MH0309	addedvalue_com	KS	Actinobacteriota	1
MH0309	addedvalue_com	KS	Bacteroidota	10
MH0309	addedvalue_com	KS	Firmicutes	3
MH0309	addedvalue_com	KS	Firmicutes_A	27
MH0309	addedvalue_com	KS	Proteobacteria	2
MH0309	addedvalue_com	KS	Synergistota	1
MH0310	fulltargets_com	AS	Actinobacteriota	1
MH0310	fulltargets_com	AS	Bacteroidota	4
MH0310	fulltargets_com	AS	Firmicutes	1
MH0310	fulltargets_com	AS	Firmicutes_A	4
MH0310	fulltargets_com	AS	Firmicutes_C	1
MH0310	fulltargets_com	ES	Bacteroidota	6
MH0310	fulltargets_com	ES	Cyanobacteria	1
MH0310	fulltargets_com	ES	Firmicutes_A	26
MH0310	fulltargets_com	ES	Proteobacteria	2
MH0310	fulltargets_com	KS	Actinobacteriota	1
MH0310	fulltargets_com	KS	Bacteroidota	10
MH0310	fulltargets_com	KS	Cyanobacteria	1
MH0310	fulltargets_com	KS	Firmicutes	1
MH0310	fulltargets_com	KS	Firmicutes_A	30
MH0310	fulltargets_com	KS	Firmicutes_C	1
MH0310	fulltargets_com	KS	Proteobacteria	2
MH0310	addedvalue_com	AS	Actinobacteriota	1
MH0310	addedvalue_com	AS	Bacteroidota	7
MH0310	addedvalue_com	AS	Firmicutes	1
MH0310	addedvalue_com	AS	Firmicutes_A	14
MH0310	addedvalue_com	AS	Proteobacteria	1
MH0310	addedvalue_com	ES	Bacteroidota	5
MH0310	addedvalue_com	ES	Firmicutes_A	14
MH0310	addedvalue_com	ES	Proteobacteria	1
MH0310	addedvalue_com	KS	Actinobacteriota	1
MH0310	addedvalue_com	KS	Bacteroidota	12
MH0310	addedvalue_com	KS	Firmicutes	1
MH0310	addedvalue_com	KS	Firmicutes_A	28
MH0310	addedvalue_com	KS	Proteobacteria	2
MH0311	fulltargets_com	AS	Actinobacteriota	4
MH0311	fulltargets_com	AS	Bacteroidota	6
MH0311	fulltargets_com	AS	Desulfobacterota_A	1
MH0311	fulltargets_com	AS	Firmicutes	1
MH0311	fulltargets_com	AS	Firmicutes_A	8
MH0311	fulltargets_com	AS	Firmicutes_C	2
MH0311	fulltargets_com	ES	Bacteroidota	9
MH0311	fulltargets_com	ES	Firmicutes	2
MH0311	fulltargets_com	ES	Firmicutes_A	16
MH0311	fulltargets_com	ES	Firmicutes_C	1
MH0311	fulltargets_com	ES	Proteobacteria	1
MH0311	fulltargets_com	KS	Actinobacteriota	4
MH0311	fulltargets_com	KS	Bacteroidota	15
MH0311	fulltargets_com	KS	Desulfobacterota_A	1
MH0311	fulltargets_com	KS	Firmicutes	3
MH0311	fulltargets_com	KS	Firmicutes_A	24
MH0311	fulltargets_com	KS	Firmicutes_C	3
MH0311	fulltargets_com	KS	Proteobacteria	1
MH0311	addedvalue_com	AS	Actinobacteriota	4
MH0311	addedvalue_com	AS	Bacteroidota	4
MH0311	addedvalue_com	AS	Desulfobacterota_A	1
MH0311	addedvalue_com	AS	Firmicutes	1
MH0311	addedvalue_com	AS	Firmicutes_A	5
MH0311	addedvalue_com	ES	Bacteroidota	7
MH0311	addedvalue_com	ES	Firmicutes	2
MH0311	addedvalue_com	ES	Firmicutes_A	11
MH0311	addedvalue_com	ES	Firmicutes_C	1
MH0311	addedvalue_com	ES	Proteobacteria	1
MH0311	addedvalue_com	KS	Actinobacteriota	4
MH0311	addedvalue_com	KS	Bacteroidota	11
MH0311	addedvalue_com	KS	Desulfobacterota_A	1
MH0311	addedvalue_com	KS	Firmicutes	3
MH0311	addedvalue_com	KS	Firmicutes_A	16
MH0311	addedvalue_com	KS	Firmicutes_C	1
MH0311	addedvalue_com	KS	Proteobacteria	1
MH0314	fulltargets_com	AS	Bacteroidota	2
MH0314	fulltargets_com	AS	Firmicutes	1
MH0314	fulltargets_com	AS	Firmicutes_A	7
MH0314	fulltargets_com	ES	Bacteroidota	6
MH0314	fulltargets_com	ES	Euryarchaeota	1
MH0314	fulltargets_com	ES	Firmicutes	4
MH0314	fulltargets_com	ES	Firmicutes_A	20
MH0314	fulltargets_com	ES	Proteobacteria	3
MH0314	fulltargets_com	KS	Bacteroidota	8
MH0314	fulltargets_com	KS	Euryarchaeota	1
MH0314	fulltargets_com	KS	Firmicutes	5
MH0314	fulltargets_com	KS	Firmicutes_A	27
MH0314	fulltargets_com	KS	Proteobacteria	3
MH0314	addedvalue_com	AS	Bacteroidota	4
MH0314	addedvalue_com	AS	Firmicutes	3
MH0314	addedvalue_com	AS	Firmicutes_A	11
MH0314	addedvalue_com	ES	Bacteroidota	5
MH0314	addedvalue_com	ES	Euryarchaeota	1
MH0314	addedvalue_com	ES	Firmicutes	3
MH0314	addedvalue_com	ES	Firmicutes_A	12
MH0314	addedvalue_com	ES	Proteobacteria	2
MH0314	addedvalue_com	KS	Bacteroidota	9
MH0314	addedvalue_com	KS	Euryarchaeota	1
MH0314	addedvalue_com	KS	Firmicutes	6
MH0314	addedvalue_com	KS	Firmicutes_A	23
MH0314	addedvalue_com	KS	Proteobacteria	2
MH0323	fulltargets_com	AS	Bacteroidota	8
MH0323	fulltargets_com	AS	Firmicutes	1
MH0323	fulltargets_com	AS	Firmicutes_A	13
MH0323	fulltargets_com	ES	Actinobacteriota	1
MH0323	fulltargets_com	ES	Bacteroidota	9
MH0323	fulltargets_com	ES	Desulfobacterota_A	1
MH0323	fulltargets_com	ES	Firmicutes	2
MH0323	fulltargets_com	ES	Firmicutes_A	15
MH0323	fulltargets_com	ES	Firmicutes_C	2
MH0323	fulltargets_com	ES	Proteobacteria	3
MH0323	fulltargets_com	KS	Actinobacteriota	1
MH0323	fulltargets_com	KS	Bacteroidota	17
MH0323	fulltargets_com	KS	Desulfobacterota_A	1
MH0323	fulltargets_com	KS	Firmicutes	3
MH0323	fulltargets_com	KS	Firmicutes_A	28
MH0323	fulltargets_com	KS	Firmicutes_C	2
MH0323	fulltargets_com	KS	Proteobacteria	3
MH0323	addedvalue_com	AS	Bacteroidota	9
MH0323	addedvalue_com	AS	Firmicutes	1
MH0323	addedvalue_com	AS	Firmicutes_A	15
MH0323	addedvalue_com	AS	Proteobacteria	1
MH0323	addedvalue_com	AS	Verrucomicrobiota	1
MH0323	addedvalue_com	ES	Actinobacteriota	1
MH0323	addedvalue_com	ES	Bacteroidota	5
MH0323	addedvalue_com	ES	Desulfobacterota_A	1
MH0323	addedvalue_com	ES	Firmicutes	2
MH0323	addedvalue_com	ES	Firmicutes_A	8
MH0323	addedvalue_com	ES	Firmicutes_C	1
MH0323	addedvalue_com	ES	Proteobacteria	2
MH0323	addedvalue_com	KS	Actinobacteriota	1
MH0323	addedvalue_com	KS	Bacteroidota	14
MH0323	addedvalue_com	KS	Desulfobacterota_A	1
MH0323	addedvalue_com	KS	Firmicutes	3
MH0323	addedvalue_com	KS	Firmicutes_A	23
MH0323	addedvalue_com	KS	Firmicutes_C	1
MH0323	addedvalue_com	KS	Proteobacteria	3
MH0323	addedvalue_com	KS	Verrucomicrobiota	1
MH0327	fulltargets_com	AS	Actinobacteriota	2
MH0327	fulltargets_com	AS	Bacteroidota	4
MH0327	fulltargets_com	AS	Firmicutes_A	9
MH0327	fulltargets_com	ES	Actinobacteriota	2
MH0327	fulltargets_com	ES	Bacteroidota	7
MH0327	fulltargets_com	ES	Desulfobacterota_A	1
MH0327	fulltargets_com	ES	Firmicutes	3
MH0327	fulltargets_com	ES	Firmicutes_A	12
MH0327	fulltargets_com	ES	Firmicutes_C	2
MH0327	fulltargets_com	ES	Proteobacteria	1
MH0327	fulltargets_com	KS	Actinobacteriota	4
MH0327	fulltargets_com	KS	Bacteroidota	11
MH0327	fulltargets_com	KS	Desulfobacterota_A	1
MH0327	fulltargets_com	KS	Firmicutes	3
MH0327	fulltargets_com	KS	Firmicutes_A	21
MH0327	fulltargets_com	KS	Firmicutes_C	2
MH0327	fulltargets_com	KS	Proteobacteria	1
MH0327	addedvalue_com	AS	Bacteroidota	5
MH0327	addedvalue_com	AS	Desulfobacterota_A	1
MH0327	addedvalue_com	AS	Firmicutes_A	7
MH0327	addedvalue_com	ES	Actinobacteriota	2
MH0327	addedvalue_com	ES	Bacteroidota	4
MH0327	addedvalue_com	ES	Firmicutes	1
MH0327	addedvalue_com	ES	Firmicutes_A	10
MH0327	addedvalue_com	ES	Firmicutes_C	2
MH0327	addedvalue_com	ES	Proteobacteria	1
MH0327	addedvalue_com	KS	Actinobacteriota	2
MH0327	addedvalue_com	KS	Bacteroidota	9
MH0327	addedvalue_com	KS	Desulfobacterota_A	1
MH0327	addedvalue_com	KS	Firmicutes	1
MH0327	addedvalue_com	KS	Firmicutes_A	17
MH0327	addedvalue_com	KS	Firmicutes_C	2
MH0327	addedvalue_com	KS	Proteobacteria	1
MH0328	fulltargets_com	AS	Bacteroidota	4
MH0328	fulltargets_com	AS	Firmicutes_A	12
MH0328	fulltargets_com	ES	Actinobacteriota	1
MH0328	fulltargets_com	ES	Bacteroidota	9
MH0328	fulltargets_com	ES	Desulfobacterota_A	1
MH0328	fulltargets_com	ES	Euryarchaeota	1
MH0328	fulltargets_com	ES	Firmicutes	2
MH0328	fulltargets_com	ES	Firmicutes_A	21
MH0328	fulltargets_com	ES	Firmicutes_C	1
MH0328	fulltargets_com	KS	Actinobacteriota	1
MH0328	fulltargets_com	KS	Bacteroidota	13
MH0328	fulltargets_com	KS	Desulfobacterota_A	1
MH0328	fulltargets_com	KS	Euryarchaeota	1
MH0328	fulltargets_com	KS	Firmicutes	2
MH0328	fulltargets_com	KS	Firmicutes_A	33
MH0328	fulltargets_com	KS	Firmicutes_C	1
MH0328	addedvalue_com	AS	Bacteroidota	10
MH0328	addedvalue_com	AS	Firmicutes	1
MH0328	addedvalue_com	AS	Firmicutes_A	19
MH0328	addedvalue_com	AS	Firmicutes_C	1
MH0328	addedvalue_com	ES	Actinobacteriota	1
MH0328	addedvalue_com	ES	Bacteroidota	6
MH0328	addedvalue_com	ES	Desulfobacterota_A	1
MH0328	addedvalue_com	ES	Firmicutes	1
MH0328	addedvalue_com	ES	Firmicutes_A	14
MH0328	addedvalue_com	KS	Actinobacteriota	1
MH0328	addedvalue_com	KS	Bacteroidota	16
MH0328	addedvalue_com	KS	Desulfobacterota_A	1
MH0328	addedvalue_com	KS	Firmicutes	2
MH0328	addedvalue_com	KS	Firmicutes_A	33
MH0328	addedvalue_com	KS	Firmicutes_C	1
MH0329	fulltargets_com	AS	Actinobacteriota	2
MH0329	fulltargets_com	AS	Bacteroidota	10
MH0329	fulltargets_com	AS	Desulfobacterota_A	1
MH0329	fulltargets_com	AS	Euryarchaeota	1
MH0329	fulltargets_com	AS	Firmicutes	3
MH0329	fulltargets_com	AS	Firmicutes_A	14
MH0329	fulltargets_com	AS	Thermoplasmatota	1
MH0329	fulltargets_com	ES	Actinobacteriota	1
MH0329	fulltargets_com	ES	Bacteroidota	4
MH0329	fulltargets_com	ES	Cyanobacteria	1
MH0329	fulltargets_com	ES	Desulfobacterota_A	1
MH0329	fulltargets_com	ES	Firmicutes	3
MH0329	fulltargets_com	ES	Firmicutes_A	20
MH0329	fulltargets_com	ES	Firmicutes_C	1
MH0329	fulltargets_com	KS	Actinobacteriota	3
MH0329	fulltargets_com	KS	Bacteroidota	14
MH0329	fulltargets_com	KS	Cyanobacteria	1
MH0329	fulltargets_com	KS	Desulfobacterota_A	2
MH0329	fulltargets_com	KS	Euryarchaeota	1
MH0329	fulltargets_com	KS	Firmicutes	6
MH0329	fulltargets_com	KS	Firmicutes_A	34
MH0329	fulltargets_com	KS	Firmicutes_C	1
MH0329	fulltargets_com	KS	Thermoplasmatota	1
MH0329	addedvalue_com	AS	Actinobacteriota	2
MH0329	addedvalue_com	AS	Bacteroidota	3
MH0329	addedvalue_com	AS	Desulfobacterota_A	1
MH0329	addedvalue_com	AS	Firmicutes	1
MH0329	addedvalue_com	AS	Firmicutes_A	8
MH0329	addedvalue_com	ES	Actinobacteriota	1
MH0329	addedvalue_com	ES	Bacteroidota	3
MH0329	addedvalue_com	ES	Cyanobacteria	1
MH0329	addedvalue_com	ES	Desulfobacterota_A	1
MH0329	addedvalue_com	ES	Firmicutes	2
MH0329	addedvalue_com	ES	Firmicutes_A	14
MH0329	addedvalue_com	ES	Firmicutes_C	1
MH0329	addedvalue_com	KS	Actinobacteriota	3
MH0329	addedvalue_com	KS	Bacteroidota	6
MH0329	addedvalue_com	KS	Cyanobacteria	1
MH0329	addedvalue_com	KS	Desulfobacterota_A	2
MH0329	addedvalue_com	KS	Firmicutes	3
MH0329	addedvalue_com	KS	Firmicutes_A	22
MH0329	addedvalue_com	KS	Firmicutes_C	1
MH0334	fulltargets_com	AS	Actinobacteriota	1
MH0334	fulltargets_com	AS	Bacteroidota	7
MH0334	fulltargets_com	AS	Firmicutes	2
MH0334	fulltargets_com	AS	Firmicutes_A	20
MH0334	fulltargets_com	AS	Firmicutes_C	1
MH0334	fulltargets_com	ES	Actinobacteriota	2
MH0334	fulltargets_com	ES	Bacteroidota	8
MH0334	fulltargets_com	ES	Firmicutes	1
MH0334	fulltargets_com	ES	Firmicutes_A	19
MH0334	fulltargets_com	ES	Proteobacteria	1
MH0334	fulltargets_com	KS	Actinobacteriota	3
MH0334	fulltargets_com	KS	Bacteroidota	15
MH0334	fulltargets_com	KS	Firmicutes	3
MH0334	fulltargets_com	KS	Firmicutes_A	39
MH0334	fulltargets_com	KS	Firmicutes_C	1
MH0334	fulltargets_com	KS	Proteobacteria	1
MH0334	addedvalue_com	AS	Actinobacteriota	1
MH0334	addedvalue_com	AS	Bacteroidota	12
MH0334	addedvalue_com	AS	Firmicutes_A	17
MH0334	addedvalue_com	AS	Spirochaetota	1
MH0334	addedvalue_com	ES	Actinobacteriota	2
MH0334	addedvalue_com	ES	Bacteroidota	6
MH0334	addedvalue_com	ES	Firmicutes	1
MH0334	addedvalue_com	ES	Firmicutes_A	11
MH0334	addedvalue_com	ES	Proteobacteria	1
MH0334	addedvalue_com	KS	Actinobacteriota	3
MH0334	addedvalue_com	KS	Bacteroidota	18
